split,idx,label,pkl_path
train,671,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/671.pkl
train,672,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/672.pkl
train,673,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/673.pkl
train,674,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/674.pkl
train,675,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/675.pkl
train,676,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/676.pkl
train,677,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/677.pkl
train,678,6,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/678.pkl
train,679,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/679.pkl
train,680,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/680.pkl
train,681,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/681.pkl
train,682,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/682.pkl
train,683,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/683.pkl
train,684,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/684.pkl
train,685,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/685.pkl
train,686,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/686.pkl
train,687,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/687.pkl
train,688,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/688.pkl
train,689,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/689.pkl
train,690,7,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/690.pkl
train,691,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/691.pkl
train,692,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/692.pkl
train,693,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/693.pkl
train,694,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/694.pkl
train,695,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/695.pkl
train,696,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/696.pkl
train,697,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/697.pkl
train,698,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/698.pkl
train,700,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/700.pkl
train,699,0,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/699.pkl
train,701,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/701.pkl
train,702,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/702.pkl
train,703,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/703.pkl
train,704,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/704.pkl
train,705,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/705.pkl
train,706,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/706.pkl
train,707,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/707.pkl
train,708,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/708.pkl
train,709,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/709.pkl
train,711,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/711.pkl
train,710,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/710.pkl
train,712,1,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/712.pkl
train,713,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/713.pkl
train,715,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/715.pkl
train,714,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/714.pkl
train,716,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/716.pkl
train,717,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/717.pkl
train,719,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/719.pkl
train,718,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/718.pkl
train,720,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/720.pkl
train,722,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/722.pkl
train,721,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/721.pkl
train,723,2,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/723.pkl
train,724,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/724.pkl
train,725,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/725.pkl
train,726,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/726.pkl
train,727,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/727.pkl
train,728,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/728.pkl
train,731,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/731.pkl
train,729,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/729.pkl
train,730,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/730.pkl
train,732,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/732.pkl
train,733,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/733.pkl
train,735,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/735.pkl
train,734,25,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/734.pkl
train,736,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/736.pkl
train,737,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/737.pkl
train,738,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/738.pkl
train,739,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/739.pkl
train,740,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/740.pkl
train,742,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/742.pkl
train,741,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/741.pkl
train,743,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/743.pkl
train,744,13,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/744.pkl
train,745,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/745.pkl
train,746,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/746.pkl
train,747,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/747.pkl
train,748,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/748.pkl
train,749,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/749.pkl
train,750,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/750.pkl
train,751,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/751.pkl
train,752,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/752.pkl
train,753,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/753.pkl
train,754,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/754.pkl
train,756,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/756.pkl
train,755,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/755.pkl
train,757,21,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/757.pkl
train,758,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/758.pkl
train,759,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/759.pkl
train,760,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/760.pkl
train,761,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/761.pkl
train,763,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/763.pkl
train,762,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/762.pkl
train,764,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/764.pkl
train,765,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/765.pkl
train,766,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/766.pkl
train,767,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/767.pkl
train,768,4,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/768.pkl
train,769,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/769.pkl
train,770,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/770.pkl
train,771,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/771.pkl
train,772,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/772.pkl
train,773,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/773.pkl
train,774,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/774.pkl
train,775,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/775.pkl
train,776,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/776.pkl
train,777,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/777.pkl
train,779,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/779.pkl
train,778,16,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/778.pkl
train,780,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/780.pkl
train,782,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/782.pkl
train,781,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/781.pkl
train,783,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/783.pkl
train,784,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/784.pkl
train,787,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/787.pkl
train,786,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/786.pkl
train,785,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/785.pkl
train,788,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/788.pkl
train,790,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/790.pkl
train,789,10,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/789.pkl
train,791,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/791.pkl
train,792,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/792.pkl
train,794,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/794.pkl
train,793,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/793.pkl
train,795,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/795.pkl
train,796,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/796.pkl
train,797,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/797.pkl
train,798,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/798.pkl
train,799,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/799.pkl
train,800,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/800.pkl
train,802,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/802.pkl
train,801,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/801.pkl
train,803,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/803.pkl
train,804,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/804.pkl
train,805,20,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/805.pkl
train,806,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/806.pkl
train,807,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/807.pkl
train,808,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/808.pkl
train,810,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/810.pkl
train,811,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/811.pkl
train,809,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/809.pkl
train,812,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/812.pkl
train,814,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/814.pkl
train,813,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/813.pkl
train,815,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/815.pkl
train,816,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/816.pkl
train,818,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/818.pkl
train,817,22,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/817.pkl
train,819,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/819.pkl
train,820,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/820.pkl
train,822,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/822.pkl
train,821,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/821.pkl
train,823,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/823.pkl
train,824,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/824.pkl
train,825,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/825.pkl
train,827,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/827.pkl
train,826,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/826.pkl
train,828,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/828.pkl
train,829,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/829.pkl
train,830,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/830.pkl
train,831,14,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/831.pkl
train,832,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/832.pkl
train,833,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/833.pkl
train,835,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/835.pkl
train,834,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/834.pkl
train,836,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/836.pkl
train,837,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/837.pkl
train,838,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/838.pkl
train,839,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/839.pkl
train,840,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/840.pkl
train,841,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/841.pkl
train,842,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/842.pkl
train,843,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/843.pkl
train,844,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/844.pkl
train,845,24,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/845.pkl
train,846,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/846.pkl
train,847,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/847.pkl
train,848,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/848.pkl
train,849,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/849.pkl
train,850,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/850.pkl
train,851,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/851.pkl
train,852,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/852.pkl
train,853,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/853.pkl
train,854,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/854.pkl
train,855,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/855.pkl
train,856,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/856.pkl
train,859,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/859.pkl
train,857,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/857.pkl
train,858,19,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/858.pkl
train,860,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/860.pkl
train,861,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/861.pkl
train,863,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/863.pkl
train,862,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/862.pkl
train,864,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/864.pkl
train,865,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/865.pkl
train,866,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/866.pkl
train,867,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/867.pkl
train,868,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/868.pkl
train,869,28,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/869.pkl
train,870,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/870.pkl
train,871,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/871.pkl
train,872,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/872.pkl
train,873,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/873.pkl
train,875,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/875.pkl
train,874,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/874.pkl
train,876,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/876.pkl
train,877,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/877.pkl
train,878,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/878.pkl
train,879,23,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/879.pkl
train,880,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/880.pkl
train,881,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/881.pkl
train,882,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/882.pkl
train,884,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/884.pkl
train,883,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/883.pkl
train,885,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/885.pkl
train,886,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/886.pkl
train,887,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/887.pkl
train,888,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/888.pkl
train,889,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/889.pkl
train,890,26,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/890.pkl
train,891,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/891.pkl
train,892,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/892.pkl
train,893,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/893.pkl
train,894,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/894.pkl
train,895,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/895.pkl
train,896,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/896.pkl
train,898,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/898.pkl
train,897,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/897.pkl
train,900,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/900.pkl
train,899,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/899.pkl
train,901,17,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/901.pkl
train,902,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/902.pkl
train,903,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/903.pkl
train,904,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/904.pkl
train,905,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/905.pkl
train,906,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/906.pkl
train,907,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/907.pkl
train,908,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/908.pkl
train,909,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/909.pkl
train,910,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/910.pkl
train,911,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/911.pkl
train,912,11,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/912.pkl
train,913,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/913.pkl
train,914,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/914.pkl
train,915,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/915.pkl
train,916,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/916.pkl
train,917,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/917.pkl
train,918,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/918.pkl
train,919,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/919.pkl
train,920,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/920.pkl
train,921,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/921.pkl
train,922,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/922.pkl
train,923,27,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/923.pkl
train,924,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/924.pkl
train,925,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/925.pkl
train,926,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/926.pkl
train,927,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/927.pkl
train,928,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/928.pkl
train,929,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/929.pkl
train,931,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/931.pkl
train,930,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/930.pkl
train,932,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/932.pkl
train,935,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/935.pkl
train,933,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/933.pkl
train,934,12,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/934.pkl
train,936,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/936.pkl
train,938,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/938.pkl
train,937,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/937.pkl
train,939,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/939.pkl
train,940,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/940.pkl
train,941,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/941.pkl
train,942,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/942.pkl
train,943,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/943.pkl
train,944,15,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/944.pkl
train,946,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/946.pkl
train,948,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/948.pkl
train,945,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/945.pkl
train,947,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/947.pkl
train,949,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/949.pkl
train,950,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/950.pkl
train,951,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/951.pkl
train,952,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/952.pkl
train,953,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/953.pkl
train,954,29,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/954.pkl
train,955,36,/home/jonathangois/Documentos/Libras_2026/data/libras_ufop_landmarks/train/955.pkl
